flight_number,departure_airport,arrival_airport,departure_date,arrival_date,departure_time,arrival_time,airline,passenger_count,flight_duration
8814,BCI,YCY,04/22/2022,10/06/2022,3:11 AM,2:12 PM,Delta,375,6
3961,BZF,YFX,09/07/2022,11/20/2022,5:42 AM,9:6 AM,United,495,23
9206,ESP,YFX,03/16/2022,02/14/2022,8:54 AM,9:53 AM,Delta,152,6
5752,BCI,BFX,11/29/2022,03/06/2022,1:19 PM,2:47 PM,American,302,24
1041,BCI,BCI,06/14/2022,09/04/2022,1:16 PM,4:26 PM,American,306,7
7004,BZF,BZB,07/11/2022,04/22/2022,10:0 PM,7:2 PM,Delta,23,3
2310,YCY,YCY,09/24/2022,03/26/2022,12:19 AM,8:36 AM,Delta,254,23
5601,YFX,BZF,03/03/2022,10/25/2022,10:34 PM,12:27 PM,American,211,7
7427,FYM,FYM,08/27/2022,11/15/2022,10:55 AM,10:6 AM,American,88,19
1820,BZF,FYM,02/12/2022,11/06/2022,8:8 PM,10:2 PM,Delta,215,15
4181,BFX,YFX,07/30/2022,03/08/2022,7:52 AM,8:2 PM,American,4,5
7263,BZF,BFX,07/17/2022,02/25/2022,7:40 AM,11:17 PM,Delta,127,6
6824,YFX,ESP,05/22/2022,01/13/2022,10:50 AM,4:34 AM,American,157,6
8683,PMP,BZF,08/28/2022,08/21/2022,8:27 AM,11:16 AM,United,184,7
2750,BZF,PMP,04/07/2022,05/19/2022,4:38 AM,10:28 PM,Delta,304,1
1470,BFO,YCY,10/24/2022,09/05/2022,1:56 PM,6:54 PM,Delta,276,21
6826,YCY,BFO,01/28/2022,11/15/2022,11:1 AM,8:8 PM,American,327,18
9164,BCI,BZB,06/16/2022,12/05/2022,11:0 PM,4:14 AM,United,17,20
4687,YCY,ESP,06/25/2022,08/26/2022,4:4 PM,7:2 AM,American,276,24
1445,BZF,BZF,01/11/2022,04/04/2022,11:6 PM,11:30 AM,Delta,451,21
4099,ESP,BCI,08/21/2022,03/22/2022,12:51 PM,4:14 PM,American,185,17
7460,YCY,PMP,05/03/2022,12/08/2022,3:2 PM,9:1 PM,American,200,9
5989,YFX,BFO,11/01/2022,05/18/2022,2:40 PM,2:45 PM,United,127,2
7202,BFX,BCI,03/24/2022,09/29/2022,6:53 AM,3:49 PM,United,466,13
9690,BFX,BZF,08/27/2022,09/14/2022,6:28 AM,4:28 PM,United,345,12
7298,BFO,BZF,05/09/2022,10/10/2022,10:5 PM,1:16 PM,United,233,1
1422,PMP,ESP,07/28/2022,11/26/2022,11:59 AM,2:21 PM,United,23,12
6161,YCY,BZB,10/02/2022,03/13/2022,3:19 AM,2:6 AM,American,302,17
8710,PMP,YFX,07/08/2022,05/15/2022,6:53 PM,7:42 PM,Delta,92,18
6008,YFX,FYM,12/15/2022,06/28/2022,1:18 AM,4:13 AM,Delta,439,24
5506,ESP,PMP,11/16/2022,03/03/2022,11:53 AM,3:29 AM,American,486,22
2651,ESP,PMP,01/19/2022,07/16/2022,12:46 PM,3:4 AM,American,292,10
7558,BFX,BZF,05/25/2022,10/23/2022,5:0 AM,7:58 PM,United,387,20
1173,BCI,YFX,03/26/2022,07/01/2022,2:12 PM,1:28 AM,Delta,408,22
7372,BFX,YCY,12/18/2022,09/17/2022,8:49 AM,12:12 PM,United,33,18
4905,BZB,BZF,07/24/2022,12/05/2022,1:24 AM,11:17 PM,American,390,10
3157,BFO,BFX,10/21/2022,12/05/2022,2:44 AM,7:42 AM,United,297,19
3641,ESP,YFX,02/02/2022,11/12/2022,6:4 AM,7:52 PM,American,132,10
4438,BCI,PMP,03/07/2022,04/16/2022,6:29 PM,1:7 PM,Delta,468,21
2343,BZB,BFX,07/31/2022,04/20/2022,9:5 PM,7:44 AM,United,164,4
2999,YCY,YCY,08/27/2022,05/24/2022,1:14 AM,4:18 AM,American,180,19
2337,BCI,YCY,10/04/2022,11/17/2022,12:0 PM,9:6 PM,United,235,15
6620,BCI,YCY,06/23/2022,03/03/2022,6:39 PM,6:23 AM,American,210,15
2591,BZB,BFO,07/26/2022,03/22/2022,4:14 AM,7:43 AM,United,465,6
5341,BFX,YCY,08/06/2022,01/27/2022,4:6 AM,3:37 PM,United,71,13
9851,YFX,BZF,11/08/2022,01/29/2022,2:11 AM,9:5 AM,United,450,6
4553,YCY,BFX,05/28/2022,01/10/2022,3:16 AM,11:7 AM,American,310,24
7556,PMP,BFO,07/10/2022,03/18/2022,6:59 PM,5:12 AM,United,419,24
8385,PMP,BCI,02/10/2022,10/23/2022,1:14 AM,8:42 AM,United,459,13
7904,ESP,ESP,10/06/2022,02/02/2022,12:48 PM,12:32 PM,United,63,11
3677,FYM,BFO,09/23/2022,09/11/2022,7:21 PM,5:53 AM,United,106,15
4639,YFX,ESP,02/16/2022,01/25/2022,12:28 AM,7:0 PM,Delta,277,19
9734,YCY,ESP,03/22/2022,01/12/2022,12:42 AM,11:56 PM,Delta,473,16
3451,BFX,ESP,09/08/2022,07/05/2022,3:34 PM,7:53 PM,American,424,2
5105,YFX,BZB,01/03/2022,07/06/2022,10:52 AM,7:5 AM,Delta,250,4
6607,ESP,BZB,08/23/2022,08/18/2022,9:5 AM,9:7 AM,United,224,19
5583,YCY,ESP,12/24/2022,07/05/2022,5:9 AM,8:9 PM,Delta,415,23
8308,YCY,YCY,05/27/2022,08/09/2022,1:13 PM,7:56 PM,American,303,14
8607,FYM,BZB,05/03/2022,10/04/2022,1:15 AM,4:42 AM,Delta,207,9
1803,BZB,YCY,05/31/2022,07/19/2022,12:3 AM,9:50 PM,American,391,22
6215,BZF,YCY,08/12/2022,07/26/2022,8:55 AM,8:30 AM,United,289,6
6024,PMP,PMP,03/10/2022,05/25/2022,9:28 AM,6:32 AM,United,463,2
1711,PMP,BZF,09/01/2022,07/04/2022,2:37 PM,3:37 PM,Delta,443,12
5703,PMP,BZF,10/07/2022,06/02/2022,10:18 PM,11:12 AM,United,491,20
1510,BCI,BZB,08/15/2022,07/05/2022,11:47 PM,10:26 PM,United,205,16
9879,BZB,YCY,09/21/2022,11/03/2022,5:38 PM,7:36 PM,American,91,21
7152,YCY,PMP,05/10/2022,10/09/2022,8:21 AM,5:53 PM,United,209,2
5885,PMP,YFX,12/30/2022,05/23/2022,7:20 AM,2:13 PM,United,106,15
2796,BCI,YFX,07/08/2022,04/16/2022,2:23 PM,10:37 PM,American,346,14
8026,YFX,FYM,11/10/2022,11/13/2022,11:3 AM,5:1 AM,American,11,20
1156,BFO,BFX,10/29/2022,02/27/2022,8:38 AM,4:37 PM,American,20,13
3069,BCI,BFX,06/13/2022,07/31/2022,4:29 AM,6:6 AM,American,264,14
4439,YCY,BFX,11/11/2022,01/31/2022,10:30 PM,3:18 PM,Delta,172,24
3365,BZF,BZB,01/27/2022,01/16/2022,4:2 PM,12:9 AM,American,480,20
4128,ESP,YCY,02/27/2022,01/22/2022,2:52 PM,11:29 PM,Delta,489,12
3044,BCI,YCY,02/02/2022,04/11/2022,5:13 PM,8:36 PM,United,450,24
1965,BZB,YFX,07/25/2022,11/25/2022,2:11 AM,8:2 PM,Delta,185,9
2472,BZF,BZF,08/24/2022,06/26/2022,5:29 PM,6:51 PM,American,182,24
2551,PMP,YCY,10/15/2022,04/14/2022,3:0 PM,6:43 PM,United,16,17
9400,BZF,BFX,03/01/2022,07/15/2022,7:1 AM,1:42 AM,United,406,13
7124,FYM,ESP,08/18/2022,12/17/2022,9:18 AM,9:25 PM,American,71,2
3849,BCI,YFX,07/21/2022,11/13/2022,3:11 AM,12:39 PM,United,110,6
6501,BFX,PMP,12/24/2022,05/05/2022,1:7 PM,9:54 PM,United,70,10
5731,BZF,BFX,12/09/2022,06/27/2022,8:14 PM,3:13 AM,United,126,20
3347,YFX,YFX,03/20/2022,11/03/2022,6:40 PM,5:42 PM,American,1,21
7670,YFX,ESP,07/04/2022,10/28/2022,9:33 PM,1:9 AM,American,3,4
6087,BFX,BCI,10/30/2022,02/20/2022,10:32 AM,9:10 AM,American,360,2
1783,BZB,FYM,04/17/2022,09/04/2022,7:22 PM,2:50 AM,Delta,250,18
3586,ESP,BFO,03/13/2022,06/06/2022,1:43 AM,4:2 AM,American,449,4
2978,YFX,BCI,07/28/2022,05/19/2022,2:15 PM,1:32 PM,American,251,19
5835,BFO,BZB,12/08/2022,02/28/2022,4:10 AM,7:46 PM,Delta,425,18
1321,BZB,PMP,10/07/2022,01/08/2022,5:36 AM,11:27 AM,Delta,205,24
2589,YFX,BZF,05/03/2022,11/26/2022,6:13 AM,9:44 AM,American,263,16
3522,ESP,YFX,08/04/2022,01/23/2022,11:22 PM,8:45 PM,United,126,1
1139,BFX,BZB,03/15/2022,06/08/2022,2:45 PM,8:27 AM,United,490,1
5522,BFO,BZB,02/11/2022,11/05/2022,1:55 AM,5:44 PM,Delta,382,18
9637,BFO,BFO,05/11/2022,01/16/2022,11:14 PM,12:14 AM,American,319,4
4956,FYM,YCY,03/04/2022,08/31/2022,9:41 PM,7:24 PM,Delta,287,19
7836,YFX,BFO,12/25/2022,09/17/2022,10:0 AM,4:51 AM,Delta,343,4
3827,BCI,YCY,04/20/2022,07/08/2022,7:19 PM,9:14 AM,Delta,343,17
9271,BFX,PMP,08/22/2022,09/16/2022,3:11 AM,1:36 AM,American,90,5
1540,BZB,YFX,07/18/2022,11/03/2022,9:29 AM,12:32 PM,United,167,1
3574,YCY,BFO,11/06/2022,12/21/2022,3:1 PM,11:19 AM,Delta,428,2
2274,BFX,BFX,08/31/2022,06/14/2022,10:9 AM,5:28 PM,United,420,10
5471,BFX,FYM,06/24/2022,07/02/2022,8:36 AM,4:8 PM,Delta,14,2
9395,BZF,BFO,06/26/2022,09/01/2022,10:10 PM,6:28 PM,American,86,10
8959,ESP,BCI,02/16/2022,08/03/2022,8:47 AM,2:34 PM,American,429,5
9303,BZF,BZF,01/15/2022,08/31/2022,5:26 AM,6:26 PM,United,191,9
7903,PMP,FYM,08/09/2022,12/14/2022,10:46 AM,5:50 AM,United,288,20
8503,ESP,BCI,05/01/2022,02/11/2022,12:36 AM,10:41 AM,Delta,196,20
8645,ESP,BZB,07/16/2022,09/19/2022,1:54 AM,4:20 PM,United,188,23
9612,BFX,YFX,09/19/2022,11/01/2022,9:3 PM,6:51 PM,Delta,411,10
1068,PMP,BZF,11/04/2022,11/08/2022,5:34 AM,8:23 PM,American,381,3
3286,ESP,BCI,02/04/2022,09/22/2022,8:48 PM,2:2 AM,American,203,22
5795,BFO,YCY,03/19/2022,06/08/2022,3:37 PM,11:56 AM,American,421,1
1773,BCI,BCI,09/22/2022,06/24/2022,4:4 AM,4:4 AM,American,51,15
3062,BCI,YFX,09/11/2022,10/04/2022,10:6 PM,9:49 PM,United,85,6
2218,BZF,ESP,06/23/2022,01/16/2022,11:2 AM,3:23 AM,United,452,22
4746,YCY,YCY,12/19/2022,04/17/2022,3:31 AM,3:48 PM,United,310,5
3681,YFX,YFX,05/23/2022,09/19/2022,5:51 AM,1:35 PM,American,385,6
7274,BCI,YCY,07/11/2022,07/09/2022,7:13 AM,12:29 AM,United,59,23
4142,BZF,YCY,04/18/2022,02/02/2022,10:25 AM,8:52 AM,Delta,476,14
3851,PMP,YFX,12/05/2022,10/16/2022,5:10 AM,2:52 PM,American,352,8
5955,BZF,BZF,03/20/2022,10/05/2022,1:40 AM,8:40 AM,American,243,7
8953,BFO,YFX,11/09/2022,04/02/2022,9:58 PM,10:37 PM,United,82,21
1211,FYM,BFX,05/12/2022,04/28/2022,8:47 AM,7:59 AM,American,303,19
5880,BFX,YFX,12/29/2022,01/11/2022,12:24 PM,1:28 PM,American,101,6
1443,BFO,BFO,02/20/2022,09/27/2022,10:40 AM,1:9 PM,United,298,21
8305,ESP,YFX,05/18/2022,04/04/2022,3:17 PM,5:50 AM,American,448,18
6047,ESP,BCI,03/01/2022,02/21/2022,4:10 AM,8:53 AM,Delta,438,13
6775,FYM,PMP,11/07/2022,09/24/2022,1:52 PM,9:30 PM,United,90,3
6832,YFX,YFX,05/02/2022,05/06/2022,3:52 AM,12:38 PM,American,373,8
1641,FYM,BCI,09/28/2022,03/04/2022,9:21 AM,9:29 PM,United,319,19
7377,FYM,BFX,09/06/2022,07/07/2022,10:38 PM,7:24 PM,United,443,12
3627,FYM,BCI,01/31/2022,02/22/2022,11:14 PM,12:6 AM,American,401,22
2679,ESP,YFX,10/31/2022,08/30/2022,5:21 PM,12:43 AM,American,45,7
2940,FYM,FYM,05/13/2022,07/20/2022,10:40 AM,3:21 AM,American,155,19
2115,FYM,FYM,01/11/2022,05/30/2022,9:2 PM,7:26 AM,American,428,9
1206,BCI,PMP,03/14/2022,12/28/2022,4:44 AM,7:14 AM,United,379,23
8119,YFX,ESP,08/07/2022,01/23/2022,9:42 PM,9:55 AM,United,357,8
3007,BFO,PMP,01/14/2022,05/31/2022,10:21 PM,10:18 AM,Delta,437,21
3313,YCY,PMP,04/13/2022,02/23/2022,4:3 PM,6:55 AM,United,454,24
3588,BCI,BFX,02/19/2022,05/24/2022,12:41 AM,3:38 PM,United,7,14
3109,YFX,BFX,02/17/2022,09/20/2022,10:42 PM,5:18 PM,American,205,11
4785,ESP,BFO,11/29/2022,07/03/2022,1:53 AM,2:2 PM,United,117,13
2320,BFO,BFX,03/22/2022,07/07/2022,9:47 PM,12:3 AM,United,400,7
8201,FYM,BFX,02/02/2022,08/27/2022,12:56 PM,1:16 AM,American,466,19
1853,PMP,BZF,08/11/2022,06/13/2022,8:0 PM,8:33 AM,Delta,491,2
1800,BZB,BZB,09/01/2022,06/02/2022,6:45 AM,7:40 AM,Delta,237,12
7602,YFX,FYM,07/12/2022,01/15/2022,3:4 PM,1:2 PM,United,322,21
1638,BZB,FYM,03/30/2022,09/17/2022,11:24 PM,2:6 AM,American,247,24
7272,FYM,BZB,05/22/2022,04/06/2022,10:19 PM,7:50 PM,American,457,12
3605,BFO,ESP,08/27/2022,04/25/2022,4:16 PM,3:16 PM,American,222,19
8733,PMP,BFX,03/03/2022,11/19/2022,2:42 PM,11:43 AM,Delta,123,2
6921,PMP,YCY,07/16/2022,07/02/2022,6:18 AM,5:56 AM,United,490,6
6308,BZF,PMP,11/27/2022,09/11/2022,6:55 AM,12:13 PM,Delta,420,19
2368,FYM,BFX,08/10/2022,03/20/2022,7:12 AM,1:15 PM,Delta,326,2
9235,BFO,ESP,03/03/2022,08/22/2022,1:32 PM,6:56 PM,United,156,7
2191,BFX,FYM,01/01/2022,04/02/2022,12:3 PM,7:31 PM,United,410,9
3128,BCI,FYM,08/17/2022,05/27/2022,3:45 AM,7:16 PM,United,428,18
6035,FYM,YCY,01/02/2022,05/21/2022,11:6 PM,1:22 PM,United,204,4
7282,BFO,BZB,08/08/2022,04/06/2022,10:44 PM,11:5 PM,United,121,7
4421,BCI,BFX,02/08/2022,03/27/2022,7:3 AM,9:2 AM,American,444,24
5776,BZF,YFX,11/02/2022,07/13/2022,2:53 AM,9:21 AM,Delta,441,7
2761,BZF,PMP,01/31/2022,08/19/2022,12:11 PM,9:50 PM,American,97,20
8919,PMP,YCY,07/11/2022,09/16/2022,4:1 AM,3:52 AM,United,392,15
7401,FYM,BFX,10/13/2022,11/28/2022,9:41 PM,7:30 AM,American,253,12
6135,ESP,ESP,12/16/2022,11/29/2022,5:2 PM,2:1 PM,American,216,23
3322,BFO,YCY,07/16/2022,04/19/2022,4:19 PM,9:13 PM,Delta,366,3
8332,BZF,BFO,04/01/2022,07/27/2022,8:42 PM,5:42 AM,Delta,88,23
8608,BCI,BFX,01/31/2022,10/10/2022,4:15 PM,7:5 PM,American,183,18
1298,BZB,ESP,11/05/2022,10/29/2022,2:21 PM,2:33 AM,American,20,11
9338,BZB,YFX,07/05/2022,01/26/2022,8:26 AM,2:16 AM,American,415,1
5598,ESP,ESP,08/03/2022,04/04/2022,4:16 PM,1:58 AM,Delta,331,19
2355,BFX,BFX,03/12/2022,08/19/2022,1:20 PM,11:28 PM,United,318,13
2452,YCY,BFO,02/04/2022,08/07/2022,1:1 AM,9:27 AM,United,59,9
9092,YCY,YCY,02/25/2022,05/25/2022,5:49 AM,8:32 AM,United,153,8
6298,BFO,FYM,07/25/2022,06/06/2022,3:14 PM,1:9 PM,United,39,22
6275,YCY,BFX,09/24/2022,03/02/2022,1:20 AM,1:35 AM,American,134,1
3177,FYM,FYM,02/27/2022,09/26/2022,3:14 AM,9:21 AM,United,303,23
3917,FYM,BFX,12/21/2022,02/16/2022,9:47 PM,10:26 AM,American,44,4
8290,YFX,BFO,12/06/2022,02/06/2022,12:59 PM,10:39 PM,American,179,14
3785,BCI,BCI,08/19/2022,08/31/2022,5:2 PM,3:4 PM,American,262,19
2795,YFX,BCI,08/31/2022,10/04/2022,11:12 PM,3:20 AM,United,319,7
5617,BZB,YFX,07/31/2022,07/15/2022,3:40 PM,6:55 AM,American,219,12
2464,YCY,BFX,10/26/2022,11/14/2022,5:18 PM,5:56 AM,American,330,23
5573,BZF,BZF,10/09/2022,07/11/2022,11:14 AM,11:48 PM,Delta,234,11
4944,BFX,BZB,05/08/2022,05/07/2022,12:47 PM,7:59 AM,American,364,8
7864,BFO,FYM,04/06/2022,03/22/2022,9:44 AM,12:50 PM,Delta,60,9
4197,BFX,BCI,12/07/2022,10/05/2022,12:10 PM,10:3 AM,American,258,1
2076,PMP,YCY,10/08/2022,09/11/2022,4:19 AM,11:30 AM,United,429,24
2944,PMP,BCI,04/15/2022,03/08/2022,11:21 PM,8:6 PM,United,394,3
6758,BFX,YFX,12/03/2022,09/05/2022,12:22 PM,7:44 AM,United,333,1
6725,YCY,YFX,11/01/2022,09/16/2022,11:38 PM,6:41 AM,United,138,1
7595,BFO,YFX,04/21/2022,01/06/2022,8:4 PM,5:2 AM,Delta,381,17
2191,FYM,BZB,08/14/2022,04/11/2022,10:10 PM,1:51 PM,Delta,384,16
9267,ESP,BZB,02/26/2022,01/13/2022,8:6 PM,8:40 AM,Delta,391,7
2912,BFX,FYM,10/09/2022,06/20/2022,12:48 PM,1:43 AM,American,265,10
6656,BZF,FYM,04/13/2022,09/05/2022,9:2 AM,10:17 PM,United,101,10
5748,YFX,YFX,12/03/2022,09/30/2022,11:2 AM,8:5 PM,Delta,68,6
9424,YCY,BCI,04/16/2022,12/04/2022,2:54 AM,2:32 PM,United,359,6
9720,YCY,ESP,04/11/2022,06/07/2022,8:32 PM,6:39 PM,Delta,54,2
4414,ESP,BFX,04/24/2022,04/19/2022,3:23 AM,1:17 PM,United,463,10
1784,PMP,BCI,11/20/2022,12/16/2022,5:49 PM,6:8 PM,Delta,400,4
6141,BZB,ESP,05/06/2022,11/16/2022,6:48 AM,6:45 AM,American,228,7
2614,BFX,BFX,08/08/2022,09/17/2022,12:59 AM,12:0 AM,American,200,11
7384,YFX,BZF,01/14/2022,04/18/2022,10:8 AM,10:25 AM,Delta,304,5
3746,BFO,ESP,10/23/2022,04/19/2022,5:8 AM,1:28 PM,United,175,18
9199,ESP,PMP,07/28/2022,02/07/2022,3:46 PM,2:56 AM,United,49,20
6881,YFX,YCY,11/07/2022,11/16/2022,11:1 PM,10:52 PM,Delta,376,13
1477,BFX,YFX,03/23/2022,10/06/2022,4:23 PM,1:43 AM,United,10,1
7872,YFX,BCI,05/28/2022,10/26/2022,8:44 AM,7:40 PM,Delta,358,21
1003,YFX,BFO,07/06/2022,12/17/2022,1:17 PM,7:43 PM,Delta,289,7
6317,PMP,BFX,10/14/2022,11/21/2022,5:45 AM,10:37 AM,American,278,19
2349,BFO,BFO,11/04/2022,04/25/2022,8:39 PM,5:28 AM,American,91,20
9113,BFO,BFO,08/30/2022,08/06/2022,9:50 PM,1:30 AM,American,129,4
1230,BCI,YFX,03/03/2022,09/08/2022,8:13 PM,7:54 AM,United,132,8
7936,BCI,YFX,02/27/2022,09/06/2022,8:8 AM,12:56 AM,American,320,4
4015,BCI,BZB,08/08/2022,10/02/2022,7:49 AM,11:8 PM,American,411,16
2686,BZB,BCI,04/23/2022,06/18/2022,7:19 PM,10:21 PM,Delta,165,23
9587,BZF,PMP,12/16/2022,11/29/2022,9:37 PM,6:36 PM,American,183,23
9256,BFX,YCY,08/16/2022,08/22/2022,5:37 AM,7:13 PM,American,345,5
6827,PMP,BFO,02/08/2022,07/23/2022,2:48 PM,5:30 PM,American,353,9
7856,BFO,PMP,10/24/2022,07/27/2022,2:59 AM,11:22 AM,American,291,24
3150,YCY,BZF,09/11/2022,10/12/2022,1:36 AM,10:34 PM,United,267,4
4337,BFO,BZB,04/06/2022,05/13/2022,3:33 AM,12:3 PM,Delta,500,22
6982,YFX,BFO,08/02/2022,04/25/2022,5:58 AM,8:29 AM,United,267,20
6852,FYM,BZF,06/11/2022,06/17/2022,11:59 PM,12:34 AM,American,357,23
6730,BZB,FYM,07/02/2022,09/18/2022,12:9 PM,12:57 AM,Delta,281,2
7742,ESP,ESP,08/12/2022,07/29/2022,10:58 PM,3:47 PM,Delta,456,7
2991,BFX,BFX,10/03/2022,04/05/2022,11:12 AM,7:19 PM,United,247,3
9732,ESP,YFX,04/07/2022,04/21/2022,2:28 AM,12:24 AM,United,208,5
1736,YCY,BZF,10/26/2022,04/26/2022,11:49 PM,10:6 PM,United,154,23
7991,BZB,YCY,09/18/2022,11/13/2022,8:42 AM,4:38 AM,American,311,3
4880,BFX,BZF,12/29/2022,04/12/2022,12:15 PM,10:11 AM,American,395,18
2069,BFX,BZB,07/27/2022,08/25/2022,6:41 AM,6:11 PM,Delta,224,17
4821,BZF,BZB,09/09/2022,03/11/2022,8:56 AM,3:8 PM,Delta,404,12
7222,BZB,BFX,04/04/2022,04/15/2022,3:2 PM,12:59 PM,United,365,3
2053,FYM,BZB,10/03/2022,03/13/2022,11:51 PM,1:11 PM,United,255,15
2465,FYM,PMP,05/07/2022,08/12/2022,2:14 PM,5:54 PM,American,414,13
5302,FYM,BZB,02/07/2022,11/15/2022,3:37 AM,12:7 AM,American,35,9
4578,BZB,YCY,02/04/2022,07/13/2022,12:56 PM,11:15 PM,Delta,456,20
3678,YCY,YCY,11/29/2022,06/05/2022,5:58 AM,2:46 AM,Delta,151,16
7809,YCY,ESP,02/24/2022,06/09/2022,9:23 PM,10:23 AM,Delta,392,15
8767,BFX,PMP,07/07/2022,08/31/2022,12:4 PM,7:37 PM,United,258,8
1549,FYM,PMP,04/04/2022,01/28/2022,1:18 PM,1:5 PM,Delta,103,8
6384,BZF,FYM,09/25/2022,02/11/2022,10:40 PM,3:24 PM,United,224,12
3449,ESP,PMP,12/12/2022,06/26/2022,1:51 PM,12:51 PM,American,338,6
7515,BZB,BFO,11/16/2022,01/26/2022,11:25 PM,4:42 AM,United,349,1
4809,YFX,PMP,11/15/2022,12/17/2022,7:55 AM,12:47 PM,American,146,6
7569,BZB,PMP,04/13/2022,08/21/2022,1:0 AM,6:21 PM,Delta,395,16
6817,BZB,BCI,06/21/2022,05/21/2022,11:4 PM,5:42 PM,Delta,239,24
9363,YCY,BZB,05/21/2022,03/06/2022,11:16 AM,5:8 PM,United,116,24
5952,BZF,PMP,11/06/2022,12/03/2022,4:22 PM,9:57 AM,American,380,13
1389,ESP,ESP,07/27/2022,03/26/2022,12:9 AM,1:18 AM,United,237,22
3018,BZF,BZF,12/14/2022,06/22/2022,6:20 PM,12:29 PM,Delta,49,5
2313,ESP,PMP,05/30/2022,11/18/2022,10:45 AM,9:58 AM,American,376,11
5493,PMP,PMP,04/09/2022,09/04/2022,4:40 AM,11:29 PM,United,109,15
5811,BFX,BZB,10/30/2022,05/18/2022,5:11 AM,3:2 PM,American,144,24
3963,ESP,YCY,04/18/2022,12/29/2022,9:20 AM,3:30 PM,United,296,15
6962,YCY,BCI,07/14/2022,02/18/2022,7:12 AM,2:53 AM,Delta,260,1
2090,YFX,BFX,12/06/2022,02/01/2022,3:21 AM,2:34 PM,United,246,20
3570,ESP,BCI,12/06/2022,04/01/2022,7:15 PM,10:8 AM,American,127,15
8262,FYM,YCY,10/25/2022,04/02/2022,11:56 PM,1:3 PM,American,198,16
1228,YCY,BFO,11/01/2022,10/20/2022,12:29 PM,11:37 PM,American,334,6
2863,ESP,BFO,08/08/2022,04/13/2022,8:52 PM,8:33 PM,United,365,23
8858,BFX,PMP,02/02/2022,03/19/2022,8:47 PM,3:55 AM,United,117,23
2634,PMP,BZF,08/13/2022,01/08/2022,7:28 AM,1:5 PM,American,421,19
4643,YCY,BZB,09/14/2022,05/07/2022,8:46 AM,3:18 PM,American,39,3
4730,PMP,BZB,01/03/2022,04/11/2022,6:50 AM,4:23 AM,American,362,23
9498,BFX,YFX,07/30/2022,04/26/2022,11:33 PM,11:36 PM,American,444,23
5891,BFX,YCY,11/29/2022,06/14/2022,8:49 AM,6:12 AM,United,300,6
6697,YCY,FYM,11/04/2022,01/31/2022,10:17 PM,11:49 PM,American,373,8
2414,YCY,ESP,08/28/2022,07/02/2022,8:43 PM,10:8 PM,United,278,17
5910,BFO,BZF,09/01/2022,01/06/2022,7:55 PM,10:3 AM,American,317,14
5687,YCY,BFO,05/31/2022,03/19/2022,8:37 AM,4:13 PM,United,127,24
5681,BFX,BZB,04/06/2022,07/02/2022,6:47 PM,8:0 PM,Delta,245,6
5035,BZB,BFO,05/03/2022,01/27/2022,4:45 PM,8:9 AM,Delta,146,24
5555,BCI,YFX,08/02/2022,06/29/2022,11:19 PM,12:7 PM,Delta,92,12
2885,YFX,YCY,01/23/2022,03/13/2022,2:12 PM,5:34 AM,American,4,13
3112,BCI,YCY,05/16/2022,12/09/2022,6:30 PM,9:3 AM,American,356,19
3483,BZF,BZF,05/28/2022,09/05/2022,1:9 PM,2:46 PM,United,256,9
9524,FYM,BZB,04/22/2022,10/31/2022,3:2 AM,9:52 AM,American,497,8
7507,YCY,BFO,03/06/2022,03/04/2022,8:38 PM,3:29 AM,United,61,3
2201,BCI,YCY,09/19/2022,09/26/2022,10:23 AM,3:14 PM,Delta,207,1
7573,BFX,PMP,04/12/2022,07/30/2022,4:55 PM,7:4 AM,United,28,23
9458,BZF,FYM,05/01/2022,03/16/2022,11:51 AM,4:36 AM,American,482,3
8121,BZB,BFX,09/25/2022,08/28/2022,11:53 AM,4:48 PM,American,191,14
3306,BFX,PMP,05/25/2022,05/13/2022,2:26 AM,5:53 PM,American,242,18
3065,YCY,PMP,12/28/2022,07/17/2022,1:0 AM,11:9 PM,American,24,1
9047,BZB,BZF,09/10/2022,11/10/2022,12:10 AM,1:18 PM,American,276,9
3048,YFX,YFX,12/27/2022,07/15/2022,9:32 AM,12:14 AM,American,366,20
5865,BFO,BFX,01/04/2022,09/28/2022,7:25 PM,9:29 PM,Delta,26,8
8609,PMP,YFX,10/11/2022,03/27/2022,12:25 PM,9:37 PM,American,191,12
2599,BZF,ESP,07/28/2022,09/23/2022,5:51 AM,6:43 PM,American,249,14
3026,PMP,YCY,10/30/2022,03/03/2022,7:10 PM,5:10 AM,American,61,18
7556,FYM,YCY,09/05/2022,01/21/2022,2:11 AM,4:40 AM,Delta,426,4
7457,FYM,PMP,02/21/2022,08/11/2022,9:49 AM,8:56 PM,American,354,9
4993,FYM,YCY,03/05/2022,04/13/2022,9:38 AM,10:23 AM,Delta,250,7
7541,BFX,BFX,12/09/2022,06/15/2022,12:26 AM,12:2 AM,United,451,6
3164,BZF,YFX,06/07/2022,08/04/2022,10:54 PM,8:31 AM,American,203,1
3737,BZF,BZF,04/05/2022,09/03/2022,9:35 AM,9:17 PM,American,273,3
9571,BFO,ESP,07/16/2022,04/04/2022,9:49 AM,4:36 AM,Delta,449,1
7525,PMP,BFX,12/22/2022,12/03/2022,2:12 AM,1:19 AM,United,10,12
2266,FYM,ESP,07/05/2022,12/17/2022,1:32 AM,3:23 AM,United,358,21
9477,YCY,BCI,06/13/2022,04/14/2022,4:2 AM,6:59 PM,American,320,1
